Monument,Adresse,Longitude,Latitude,Source
Immeuble,"9 rue Saint-Nicolas
",48.69,6.1846,https://www.pop.culture.gouv.fr/notice/merimee//PA54000011
Immeuble,"11 rue Saint-Nicolas
",48.69,6.1846,https://www.pop.culture.gouv.fr/notice/merimee//PA00106268
Immeuble,"27 rue Saint-Nicolas
",48.6891,6.1853,https://www.pop.culture.gouv.fr/notice/merimee//PA00106269
Immeuble,"30 rue Saint-Nicolas
",48.6891,6.1853,https://www.pop.culture.gouv.fr/notice/merimee//PA00106270
Ancienne imprimerie Royer,"3bis rue de la Salpétrière
",48.685494,6.185609,https://www.pop.culture.gouv.fr/notice/merimee//PA00132642
Immeuble,"10 rue des Sœurs-Macarons
",48.689231,6.186512,https://www.pop.culture.gouv.fr/notice/merimee//PA00106271
Immeuble,"5 rue de la Source
",48.69414,6.178742,https://www.pop.culture.gouv.fr/notice/merimee//PA00106272
Hotel Marquis Ville,"10 rue de la Source
",48.695086,6.17879,https://www.pop.culture.gouv.fr/notice/merimee//PA00106121
Immeuble,"11 rue de la Source
",48.694299,6.178629,https://www.pop.culture.gouv.fr/notice/merimee//PA00106273
Immeuble,"15 rue de la Source
",48.694394,6.178489,https://www.pop.culture.gouv.fr/notice/merimee//PA00106274
Hotel Bremoncourt,"27 rue de la Source
",48.69484,6.178483,https://www.pop.culture.gouv.fr/notice/merimee//PA00106275
Hotel Philbert,"29 rue de la Source
",48.69497,6.178338,https://www.pop.culture.gouv.fr/notice/merimee//PA00106276
Hotel Spada,"37 rue de la Source
",48.695408,6.1779,https://www.pop.culture.gouv.fr/notice/merimee//PA00106123
Hotel Ville,"Place Stanislas
",48.693113,6.183554,https://www.pop.culture.gouv.fr/notice/merimee//PA00106124
Hotel Jacquet,"1 place Stanislas
",48.693101,6.182532,https://www.pop.culture.gouv.fr/notice/merimee//PA00106277
Hotel Alliot,"2 place Stanislas
",48.693616,6.18423,https://www.pop.culture.gouv.fr/notice/merimee//PA00106278
Musee Beaux-arts,"3 place Stanislas
",48.6935,6.1824,https://www.pop.culture.gouv.fr/notice/merimee//PA00106279
Opera National Lorraine,"4 place Stanislas
",48.694,6.184,https://www.pop.culture.gouv.fr/notice/merimee//PA00106280
Immeuble,"5 place Stanislas
",48.693843,6.182411,https://www.pop.culture.gouv.fr/notice/merimee//PA00106281
Immeuble,"6, 8 place Stanislas
",48.694154,6.183447,https://www.pop.culture.gouv.fr/notice/merimee//PA00106282
Immeuble,"7, 9, 11 place Stanislas
",48.693896,6.182591,https://www.pop.culture.gouv.fr/notice/merimee//PA00106283
Immeuble,"10 place Stanislas
",48.694121,6.183334,https://www.pop.culture.gouv.fr/notice/merimee//PA00106284
Immeuble,"12 place Stanislas
",48.694096,6.183262,https://www.pop.culture.gouv.fr/notice/merimee//PA00106285
Immeuble,"14 place Stanislas
",48.694061,6.183162,https://www.pop.culture.gouv.fr/notice/merimee//PA00106286
Place Stanislas,"place Stanislas
",48.6936,6.1833,https://www.pop.culture.gouv.fr/notice/merimee//PA00106099
Place Stanislas,"Place Stanislas
",48.69362,6.18423,https://www.pop.culture.gouv.fr/notice/merimee//PA00106311
Bibliotheque Municipale,"43 rue Stanislas
",48.692083,6.178688,https://www.pop.culture.gouv.fr/notice/merimee//PA00106287
Immeuble Margo,"86 rue Stanislas
",48.691651,6.176592,https://www.pop.culture.gouv.fr/notice/merimee//PA00106288
Maison Coriolis,"113, 115 avenue de Strasbourg
",48.679808,6.196311,https://www.pop.culture.gouv.fr/notice/merimee//PA00106289
Immeuble,"5 rue des Tiercelins
",48.689792,6.185609,https://www.pop.culture.gouv.fr/notice/merimee//PA00106290
Immeuble,"10 rue des Tiercelins
",48.689641,6.18581,https://www.pop.culture.gouv.fr/notice/merimee//PA00106291
Immeuble,"30 rue des Tiercelins
",48.689896,6.186719,https://www.pop.culture.gouv.fr/notice/merimee//PA00106292
Institut zoologie,"32-34 rue Sainte-Catherine
",48.694722,6.188333,https://www.pop.culture.gouv.fr/notice/merimee//PA54000088
Maison Alsacienne Fruhinsholz,"78 avenue du 20e-Corps
",48.697405,6.199685,https://www.pop.culture.gouv.fr/notice/merimee//PA00125526
Porte Citadelle,"Rue de la Citadelle
",48.7001,6.1781,https://www.pop.culture.gouv.fr/notice/merimee//PA00106312
Porte Sainte-Catherine,"rue Sainte-Catherine - boulevard du 26e-RI
",48.6956,6.19,https://www.pop.culture.gouv.fr/notice/merimee//PA00106315
Porte Saint-Georges,"Place du Colonel-Driant - avenue du XXe-Corps-Américain
",48.6924,6.1887,https://www.pop.culture.gouv.fr/notice/merimee//PA00106316
Porte Saint-Nicolas,"place des Vosges (Nancy) - rue Saint-Dizier
",48.6855,6.1865,https://www.pop.culture.gouv.fr/notice/merimee//PA00106317
Porte Stanislas,"rue Stanislas - rue Mazagran
",48.6912,6.1755,https://www.pop.culture.gouv.fr/notice/merimee//PA00106318
Temple protestant de Nancy,"place Maginot
",48.6901,6.1778,https://www.pop.culture.gouv.fr/notice/merimee//PA00106320
